1488940515.5725582,0,5.842134146341472,4.256382113821135,5.619512195121953
1488940515.5725582,1,5.896959595959594,4.241353535353536,5.6224343434343504
1488940515.5725582,2,5.848139691067824,4.239053055742101,5.604882471457354
1488940515.5725582,3,5.842567501227303,4.2553510063819315,5.602184585174259
1488940515.5725582,4,5.820335544284051,4.244315255559886,5.595754974639064
1488940515.5725582,5,5.8267079705291325,4.238044206296046,5.593258539852619
1488940515.5725582,6,5.785176940639247,4.295248287671224,5.574980022831049
1488940515.5725582,7,5.792815729770586,4.290456264179467,5.582072094781969
1488940515.5725582,8,5.789943297799935,4.287595826718056,5.584443184395583
1488940515.5725582,9,5.795982853643581,4.28835884874462,5.587385180649154
1488940515.5725582,10,5.796155848986404,4.2826315789473455,5.5861763064906516
1488940515.5735621,11,5.792334014300284,4.279438202247163,5.583306094654462
1488940515.5735621,12,5.801658251814427,4.276817608078232,5.586885452824281
1488940515.5735621,13,5.802796159527305,4.279121122599677,5.587016248153665
1488940515.5735621,14,5.798752573075304,4.277343213942608,5.587116783312792
1488940515.5735621,15,5.7960656365725605,4.2691801813305785,5.588078150938614
1488940515.5735621,16,5.798544493815265,4.265763180016801,5.588519274648769
1488940515.5735621,17,5.800864462250256,4.264557047737282,5.589621938833122
1488940515.5735621,18,5.805101931903024,4.261593553207391,5.591866794748676
1488940515.5735621,19,5.825198548679623,4.258911509776282,5.606266881677106
1488940515.5735621,20,5.831121020329797,4.257101074031492,5.610798810893767
1488940515.5735621,21,5.835776556776468,4.254898351648394,5.612552197802216
1488940515.5735621,22,5.834975917330677,4.250397582975785,5.612106138891344
1488940515.5735621,23,5.837415428523389,4.2484697389407025,5.613401326282226
1488940515.5735621,24,5.835605569948117,4.246845045336841,5.613930537564786
1488940515.5735621,25,5.8330100490768215,4.244453532756933,5.6111801822856
1488940515.5735621,26,5.834224002395667,4.243738114846209,5.611052631578961
1488940515.5735621,27,5.832460782187446,4.244200824116303,5.609589387696099
1488940515.5735621,28,5.8278066499021275,4.242136770047561,5.607718636490656
1488940515.5735621,29,5.828809218084667,4.242154490775221,5.608959924309
1488940515.5735621,30,5.826123584473309,4.240358709170718,5.608127904693349
1488940515.5735621,31,5.824031900753124,4.239452496993544,5.606478258117623
1488940515.5735621,32,5.825290140152361,4.23895500368828,5.607422547332207
1488940515.5735621,33,5.825360400643808,4.235690097180045,5.607212782448003
1488940515.5735621,34,5.826454160134607,4.238616965685468,5.608053765313834
1488940515.5735621,35,5.826796813199131,4.238536557803185,5.608332579952545
1488940515.5735621,36,5.821584762532884,4.2385598065083885,5.6049543755496956
1488940515.5735621,37,5.821134478514375,4.239118638625814,5.604646010595608
1488940515.5735621,38,5.820077402597303,4.239740779220802,5.602199480519502
1488940515.5735621,39,5.81913726682877,4.239436334144385,5.601984995944878
1488940515.5735621,40,5.818462910658437,4.23996779148706,5.601533620732394
1488940515.5735621,41,5.818256038647235,4.238810144927549,5.601880193236736
1488940515.5735621,42,5.818806595995177,4.2382676089517135,5.602392461719686
1488940515.5735621,43,5.816533370104681,4.238142121713559,5.602049089906243
1488940515.5735621,44,5.816661576465191,4.2371390074107405,5.60102313047385
1488940515.5735621,45,5.8165899609151035,4.235680909929288,5.600916077466967
1488940515.5735621,46,5.8166500258219225,4.23623429161644,5.600275004303676
1488940515.5735621,47,5.813834450204354,4.236592911029605,5.599084165718383
1488940515.5735621,48,5.81382760898279,4.237715488771444,5.598589415455749
1488940515.5735621,49,5.81200453919104,4.2371074815595104,5.597916024965546
1488940515.5735621,50,5.809727815360138,4.2363243135694075,5.597188619180249
1488940515.5735621,51,5.811337863167788,4.236951343330176,5.5988171665104405
1488940515.5735621,52,5.813030407607686,4.236473791172934,5.599823612868565
1488940515.5735621,53,5.813843457943969,4.235366671691254,5.600129258365953
1488940515.5735621,54,5.8144982622199795,4.234855061746615,5.601699696812791
1488940515.5745647,55,5.814499818380021,4.234314565928034,5.6010167090446155
1488940515.5745647,56,5.814067475901556,4.233235987147402,5.601242413423686
1488940515.5745647,57,5.812796012216199,4.233585144100773,5.60066837504817
1488940515.5745647,58,5.815122666574766,4.233406024636788,5.602363272488756
1488940515.5745647,59,5.813437425749418,4.233514137334057,5.6006656257423915
1488940515.5745647,60,5.811397085792549,4.23100496815707,5.599680570837787
1488940515.5745647,61,5.812459468329673,4.230772234985188,5.600000328191529
1488940515.5745647,62,5.812615479234953,4.230963001327113,5.600033664584068
1488940515.5745647,63,5.811134982017426,4.231022947897724,5.59796938158424
1488940515.5745647,64,5.81317166280763,4.229569747793938,5.599154828211852
1488940515.5745647,65,5.813964050071114,4.229967318246228,5.599893938459465
1488940515.5745647,66,5.8170438455229725,4.231067120415596,5.602381878399145
1488940515.5745647,67,5.81564544611077,4.231649157463028,5.601756008500012
1488940515.5745647,68,5.8172447383182595,4.231723883460675,5.602517932520403
1488940515.5745647,69,5.817839418182053,4.232484363636275,5.603336436363447
1488940515.5745647,70,5.818888920789198,4.231515316815383,5.603755562573371
1488940515.5745647,71,5.818396696085333,4.231907388549341,5.603358508712167
1488940515.5745647,72,5.817916968919394,4.232484515372916,5.6038385134756
